Gene1,Gene2,corVal,pValue
LCE1F,SPRR3,-0.108574695892606,3.43900345583703e-180
F2,MB,-0.108602457462599,2.78476506467965e-180
LCE3E,FAM3B,-0.108718234707793,1.15434836685054e-180
KCNK13,OPRK1,-0.108723588522082,1.10825921662804e-180
PCSK2,BPIFB2,-0.10877150417053,7.69537691819944e-181
CNGA4,C2orf73,-0.108971960555867,1.67008378669601e-181
LILRA4,C2orf73,-0.108977680355711,1.59877721865427e-181
MAPK15,SST,-0.109004947024335,1.29848397394447e-181
IDO2,LCE1F,-0.109064939688356,8.214146597417e-182
AC113554.1,TAL1,-0.109140653972916,4.60693364730576e-182
CRNN,SH3TC2,-0.109238175058364,2.18607030525009e-182
PADI3,EPHA3,-0.109342687737325,9.82602397515779e-183
SMIM5,ITLN1,-0.109421269436878,5.3831235695071e-183
ITLN1,SMIM5,-0.109421269436958,5.3831235662441e-183
KCNK13,LCE1F,-0.109444392398425,4.50916902288075e-183
TRIM15,SATL1,-0.109736350287217,4.79982871883439e-184
PCSK2,KIF20A,-0.109804947206106,2.83309257417062e-184
DUOXA2,MCTP1,-0.109897173209092,1.39378380524266e-184
DUOXA2,MAGEC2,-0.109902122405663,1.34170175300575e-184
HIST1H3C,DUOXA2,-0.109915962219692,1.20615047365977e-184
SATL1,HTR3E,-0.110013613074319,5.68682922975315e-185
DNTT,MPIG6B,-0.110120191676949,2.50119427597136e-185
LCE3E,CLEC3B,-0.110135391903672,2.22455374584832e-185
C2orf73,TRPC6,-0.110276739304899,7.47370878465387e-186
SPRR2G,PADI3,-0.110441488269806,2.09227326390114e-186
LCE3E,SMIM24,-0.110587558018127,6.75592173959814e-187
MB,OPRK1,-0.110684549494219,3.18664839981858e-187
APOB,F2,-0.110761182037484,1.75905411210351e-187
KRT31,CLEC17A,-0.111089269259077,1.37531681262888e-188
ZNF556,CRNN,-0.111123260340052,1.05568598643649e-188
SLURP2,PCSK2,-0.111185529211528,6.50148837420371e-189
IFIT1B,TRIM10,-0.11118925780712,6.31543290411478e-189
TRIM10,IFIT1B,-0.111189257807479,6.31543288649553e-189
CLLU1OS,C2orf73,-0.11123060495237,4.57660080549624e-189
CYP17A1,C2orf73,-0.11130326817974,2.59791467020559e-189
KRT31,ARPP21,-0.11134234155001,1.91566171644053e-189
FAM3B,IGFL1,-0.11135382144767,1.75161152004046e-189
IGLL1,LILRA4,-0.111491029757068,6.00360984549953e-190
HTR3E,OPRK1,-0.111547291319031,3.86867177564499e-190
CR1L,HBZ,-0.111893093612664,2.58444657556368e-191
HBZ,CR1L,-0.111893093612684,2.58444657514653e-191
EPS8L3,HTR3E,-0.111948739713182,1.67074076689354e-191
AC113554.1,GP9,-0.112087810690214,5.61037873834379e-192
LY6D,PCSK2,-0.112261809961451,1.42955598357171e-192
SLC38A11,NWD1,-0.112364703260856,6.36243560818398e-193
DUOXA2,PADI3,-0.112645442690717,6.96119477377243e-194
KRT15,LCE1F,-0.112680103328015,5.29509938739742e-194
SPRR2F,PF4,-0.112771720024833,2.56832773787904e-194
PRKG1,CRCT1,-0.11282918209862,1.63093139422706e-194
ANKS4B,RHCG,-0.113034392746627,3.21585044608208e-195
RNASE3,SPRR2B,-0.113050438254415,2.83207906401558e-195
PRR9,IGFL1,-0.11327754998125,4.67807275848847e-196
IDO2,KRT31,-0.113335041465689,2.96377663446749e-196
AC113554.1,ANKRD34B,-0.113358907962592,2.45203878777477e-196
F2,PNMA6E,-0.113651041760565,2.4015307322796e-197
CRNN,MS4A14,-0.113734851568492,1.23173024612775e-197
ANKS4B,LYPD2,-0.113782205097213,8.44463591630409e-198
H2AFB1,IGLL1,-0.11390808725841,3.09346854943477e-198
AADAC,C2orf73,-0.113926850238686,2.66315603891029e-198
PF4,KCNH7,-0.113946874936264,2.26966201465103e-198
CRCT1,CYP26C1,-0.113955357079923,2.12102447109141e-198
THEM5,SPRR2F,-0.114018728728714,1.27851567051506e-198
OPRK1,ERFE,-0.114053076922593,9.71623553807394e-199
HAS1,IGLL1,-0.114214998506029,2.66097968558883e-199
IGLL1,SBSN,-0.114318399625419,1.16261578558087e-199
PAGE2B,TSPO2,-0.114369362172332,7.72818591400223e-200
TSPO2,PAGE2B,-0.114369362172531,7.72818590170439e-200
LCE1F,RASIP1,-0.114475336451946,3.30376478947309e-200
ARHGAP6,EPS8L3,-0.114739619572216,3.95444192832081e-201
LY6G6F,FLG,-0.114842219476617,1.73216520203368e-201
OPRK1,SCN2A,-0.114948449213364,7.36316351580997e-202
NPR1,KCNH7,-0.114973491608979,6.01770117925475e-202
ITIH3,NWD1,-0.115019902520267,4.13968878602708e-202
DUOXA2,TNNI1,-0.115060000998975,2.99603959047399e-202
SPTA1,LCE1F,-0.115191409354496,1.03757496853536e-202
CCDC187,PADI3,-0.115459649888971,1.18654213984981e-203
SPRR2G,TSPO2,-0.115630772192105,2.96712435201684e-204
OPRK1,IGFL1,-0.115667753705304,2.19850705895085e-204
F2,CEACAM7,-0.115736754577293,1.25623012404223e-204
IGLL1,LGALS7,-0.115767142988511,9.81697169360395e-205
SPRR2F,CRYM,-0.11577470211744,9.23281152803992e-205
PRTN3,CLEC1B,-0.115786286177939,8.40427616619099e-205
LY6G6F,THEM5,-0.115797529171455,7.67122836588952e-205
F2,MAGEC2,-0.115813819592148,6.72091804164927e-205
SPRR3,OPRK1,-0.115872387965608,4.17697083743646e-205
GC,FGB,-0.115946933153492,2.27924059044778e-205
FGB,GC,-0.115946933153497,2.27924059035144e-205
PTCRA,SST,-0.116002672630019,1.44867596728203e-205
PAQR9,OPRK1,-0.116037701759513,1.08951196639225e-205
CRCT1,TNP1,-0.116238082414226,2.13136436120716e-206
SLC22A16,LCE3E,-0.116255211191047,1.85365870099759e-206
F2,PDZK1,-0.116324449239651,1.05406126499013e-206
PF4,DNTT,-0.116360221929513,7.87300015124487e-207
SPRR3,SPRR2F,-0.116367644467899,7.41038442588132e-207
AC113554.1,SPRR3,-0.116523077613611,2.08312438687297e-207
ARHGAP6,ANKS4B,-0.116647713525488,7.52044770014601e-208
IGFL1,SPRR3,-0.116649935311603,7.38502048299933e-208
LCE1F,AC104389.5,-0.116691257254402,5.26676840901823e-208
NWD1,PRKG1,-0.116703660565194,4.7584736612517e-208
BPIFA2,C2orf73,-0.116804575593133,2.08293766183053e-208
HBZ,LY6G6F,-0.11683020041171,1.6885722238142e-208
PNMA6E,SPRR2B,-0.116887726547062,1.05391100008392e-208
PCDH11X,PADI3,-0.116894040479199,1.00075676137321e-208
SATL1,PRTN3,-0.116942902270794,6.70433075645174e-209
TLR9,SST,-0.116948338928332,6.41200017808437e-209
PADI3,HRK,-0.11702454871034,3.43151357686574e-209
LY6G6F,CD36,-0.117052273061789,2.733184278084e-209
TSPO2,CRNN,-0.117353063017236,2.30691619248026e-210
IDO1,SST,-0.117379962238356,1.84875891210221e-210
CRNN,FLG,-0.117476502455558,8.34853240094877e-211
HTR3E,LCE3E,-0.117505037688637,6.59933044232581e-211
KCNH7,CRYM,-0.117510986413091,6.28361835360349e-211
C2orf73,CFTR,-0.117602169345814,2.96301592510705e-211
SATL1,PCDHB4,-0.117626241472287,2.42941452566347e-211
DUOXA2,FAM72B,-0.117695141086035,1.3758970303966e-211
PRB4,AC113554.1,-0.117746186465677,9.02731987696833e-212
IGF2BP2,DUOXA2,-0.11787600585614,3.08826534937433e-212
BPIFB2,LCE3E,-0.118024339109207,9.05295622162392e-213
PEAR1,DNTT,-0.118027674660945,8.80640618045664e-213
HBE1,PAGE2B,-0.118073643874505,6.01864138350292e-213
PAGE2B,HBE1,-0.118073643874704,6.01864137359081e-213
GFI1B,ANKS4B,-0.118095670510092,5.01498565142723e-213
C2orf73,KRT6C,-0.118186235552574,2.36783872402617e-213
ANKS4B,CFAP100,-0.118287788428676,1.0199702973302e-213
BPIFB1,SATL1,-0.118345711251682,6.30698190139866e-214
DMBT1,DUOXA2,-0.118505523965852,1.67216540729125e-214
C2orf73,PLD4,-0.118542272901795,1.23194234046282e-214
ARPP21,EPS8L3,-0.118693002683284,3.51488159423234e-215
ITLN2,LCE1F,-0.118712492200437,2.98834805483173e-215
GOLGA6L7,PCSK2,-0.118727491167702,2.63744035972582e-215
RNASE3,PADI3,-0.118890033518082,6.80526938646923e-216
PCSK2,PRG2,-0.118981595186068,3.17004480286969e-216
LCE1F,KCTD14,-0.119147918836493,7.90149939470915e-217
OPRK1,SLC13A5,-0.119259451963875,3.10904534038858e-217
EPS8L3,GPHB5,-0.11931388140805,1.97151855602962e-217
LCE1F,CD36,-0.1194218561859,7.98155495213285e-218
PCSK2,IFITM5,-0.119452718415005,6.16271305306587e-218
SST,SPTSSB,-0.119642423135723,1.25525852590765e-218
DRGX,PCSK2,-0.119664444154337,1.04338383170746e-218
FAXDC2,IGFL1,-0.11966888760107,1.00517427714902e-218
PCSK2,TNP1,-0.119783631376856,3.83373179762903e-219
RASSF9,F2,-0.119848429377953,2.22350015384953e-219
ARHGAP6,AC113554.1,-0.119899465711066,1.44745620280255e-219
CFAP77,ANKS4B,-0.119923996871092,1.17751381503649e-219
PCDHB4,IGFL1,-0.119975956394893,7.6039330010409e-220
PLA2G4D,OPRK1,-0.1200457082888,4.22611390742012e-220
CNTN6,TNP1,-0.120219730794787,9.74632592465248e-221
OPRK1,RNASE3,-0.120237602093701,8.38223871507541e-221
F2,IDO2,-0.120336772570289,3.62923511354593e-221
ENAM,C2orf73,-0.120343701520116,3.42296963364827e-221
KRT4,NWD1,-0.120427749194685,1.68281688127536e-221
IGLL1,CAVIN2,-0.120462385588937,1.25572204595839e-221
LCE1F,SLC22A16,-0.120506958720916,8.61428236281118e-222
AC113554.1,PAGE2B,-0.120572200326209,4.96063193287474e-222
SPRR2F,KRT4,-0.120884897730836,3.50679750213312e-223
HAS1,LCE1F,-0.120909192250532,2.8535561276387e-223
CRNN,SSTR1,-0.120919299160832,2.61901170918451e-223
RHCG,POTEI,-0.121036849237644,9.65321646455387e-224
CRABP1,SST,-0.121067115965043,7.46437659910783e-224
LCE3E,ART4,-0.12121297917137,2.15965037828872e-224
IGLL1,LY6G6C,-0.121214722725919,2.12785103523676e-224
PADI3,SPDYC,-0.121530443754151,1.44483709188579e-225
CNKSR3,LCE1F,-0.121549003894659,1.2332519867153e-225
KRT31,RTBDN,-0.121867735798435,8.09907755942953e-227
MPIG6B,SPRR2B,-0.121944389245793,4.20288196315342e-227
AC113554.1,PTCRA,-0.121996546099787,2.6890382171769e-227
RTBDN,SPRR2G,-0.122054381713739,1.63843807121717e-227
PCDHB4,LCE1F,-0.122103180167955,1.07845650944188e-227
CDHR4,KRT31,-0.122233994649993,3.5119150996948e-228
CYP26C1,F2,-0.122245427206104,3.18371698365377e-228
LCE1F,PRR9,-0.122290376127238,2.16455412996732e-228
BPIFB1,PCSK2,-0.122356943029096,1.22206962146475e-228
ANKS4B,CPNE4,-0.122382891204322,9.77867939373976e-229
KCNH7,PTCRA,-0.122388527514961,9.31639016032605e-229
SPRR2G,SPTSSB,-0.122486679236686,4.00703865258559e-229
OPRK1,MAB21L2,-0.122537614667179,2.58553347026048e-229
MPIG6B,IGFL1,-0.122538240426377,2.57165132472551e-229
SPRR2F,PEAR1,-0.122552850939601,2.26786940413834e-229
HRASLS,PADI3,-0.122597064240365,1.55013181462109e-229
SLC25A21,CRNN,-0.122610656972937,1.37896357072356e-229
SATL1,DEFA3,-0.122746644858027,4.27414275793273e-230
DNTT,LYPD2,-0.122751469560289,4.10005905625604e-230
LCE3E,PCDHB4,-0.12284230617757,1.87349011827487e-230
CRNN,SPRR2E,-0.122989164927336,5.27460180686026e-231
CRNN,KRT77,-0.122989164940177,5.27460122194632e-231
CRNN,CARD18,-0.122989164942387,5.27460112126926e-231
CRNN,CDSN,-0.122989164956465,5.2746004800354e-231
CRNN,KRTDAP,-0.122989164956992,5.27460045601635e-231
PCDHB4,SPRR2B,-0.122999940351841,4.80589376120484e-231
IGFL1,ARHGAP40,-0.12308070730987,2.39179850033133e-231
LCE3E,PRR9,-0.123226565374345,6.77524458915858e-232
DUOXA2,C21orf58,-0.123243416218888,5.85592073945573e-232
KCNN1,PADI3,-0.123245741944199,5.73923250363151e-232
GFI1B,EPS8L3,-0.12335698353063,2.19052273147178e-232
GAGE13,IGLL1,-0.123415526768745,1.31901395379383e-232
GAGE2A,IGLL1,-0.123415526770974,1.31901392831373e-232
ANKS4B,RNASE3,-0.12350775676488,5.92883600961484e-233
SATL1,TNNI1,-0.12357067046671,3.43497020408782e-233
ADM,LCE1F,-0.123652107953323,1.69394006587031e-233
DNTT,ARHGAP6,-0.123691354927305,1.20464729021524e-233
SPRR2D,PADI3,-0.123833001285553,3.51700451576912e-234
CFAP77,LCE3E,-0.12388464751461,2.24420193551039e-234
BCL11A,DUOXA2,-0.123950452369389,1.26572875583862e-234
HOXD1,DUOXA2,-0.124033253784974,6.15438466900043e-235
PADI3,MTNR1B,-0.124053380498097,5.16455170692746e-235
SH3TC2,IGLL1,-0.124125333951159,2.75856656467922e-235
SMIM5,SPRR2F,-0.124135029253617,2.53497452959521e-235
IDO2,F2,-0.124240574547675,1.00960282609424e-235
SST,PAGE2B,-0.124250779047191,9.2358246435577e-236
PADI3,UPK3A,-0.124376285518269,3.08702995770777e-236
LCE1F,NKX2-4,-0.124393363933219,2.65912841394491e-236
ZNF556,LCE3E,-0.124437840142458,1.80275988160322e-236
SIM1,PCSK2,-0.124471417801895,1.34418417965971e-236
CFTR,C2orf73,-0.124562875889706,6.04024305335934e-237
PADI3,CLLU1OS,-0.124717691670598,1.55735086102185e-237
ST6GAL2,PCSK2,-0.124759316349452,1.08139739220505e-237
LCE3E,HTR3E,-0.124827090612394,5.96975411776544e-238
DUOXA2,MAP1B,-0.124829848644464,5.82710791659865e-238
ANKS4B,GFI1B,-0.124922395705461,2.58742976062654e-238
CRCT1,C2orf73,-0.125058339140354,7.84269269672615e-239
BPIFB1,IGFL1,-0.125178973230393,2.7161628593776e-239
IGFL1,PAGE2B,-0.125211956170249,2.032202103431e-239
OPRK1,ARPP21,-0.125541068878033,1.11929023057704e-240
MAB21L2,KRT31,-0.125662571841325,3.83063989747784e-241
APOA2,IGLL1,-0.125688028551197,3.05947789303991e-241
DUOXA2,MYOD1,-0.125752167932479,1.73615578796368e-241
LCE1F,CAPN6,-0.125977878170737,2.35866086814128e-242
BMPER,OPRK1,-0.125995032101147,2.02634796261187e-242
ART4,OPRK1,-0.126063573365194,1.10433802638815e-242
PADI3,SCG3,-0.126075409450495,9.94409094665094e-243
DNTT,TAL1,-0.126193798489195,3.48212880521593e-243
F2,HBZ,-0.126206095174604,3.12237727298796e-243
LYPD2,PADI3,-0.126262740047119,1.88913024630459e-243
SATL1,HBZ,-0.126273069804941,1.72367662845246e-243
TRIM15,LY6G6F,-0.126421027981188,4.63366998122098e-244
MMP3,C2orf73,-0.126445252580578,3.7363606866689e-244
EPS8L3,C2orf73,-0.126532360226216,1.72254649299586e-244
IGLL1,B3GALT5,-0.12658780475843,1.05197106630959e-244
IGFL1,PRB4,-0.126621236069356,7.81305695247503e-245
PAQR9,ANKS4B,-0.126676087268559,4.79504689780877e-245
PHOSPHO1,LCE1F,-0.126725560838388,3.08653240660319e-245
C17orf99,LY6G6F,-0.127022701540252,2.18152895680311e-246
SST,TREML1,-0.127034355298991,1.96595650498978e-246
GC,F2,-0.127046832523428,1.75868932999435e-246
AADAC,KRT31,-0.12718673604741,5.03882283843423e-247
SPRR2F,RTBDN,-0.127305230171812,1.74606706761927e-247
AC113554.1,BMPER,-0.127565892740802,1.69048205686395e-248
SBSN,IGLL1,-0.127675958187298,6.29771272488248e-249
BPIFB1,OPRK1,-0.127825646722175,1.641976127279e-249
RHAG,CRNN,-0.127998845190596,3.45920836400476e-250
PCSK2,DRGX,-0.128178910698273,6.83545013195468e-251
LY6G6C,IGLL1,-0.128235346040059,4.11004548641081e-251
PADI3,RAD51AP2,-0.128292516011565,2.45441545221735e-251
RHCG,IDO2,-0.128434990923747,6.78447246756148e-252
DNAH11,LCE1F,-0.128500859059205,3.74221748868429e-252
ARPP21,CLEC1B,-0.128586042940267,1.73287638965147e-252
EPS8L3,GRM7,-0.128647276559413,9.9603318068184e-253
LCE3E,CR1L,-0.128815703268385,2.16856237045174e-253
SPRR3,KRT31,-0.128923392649441,8.17270588777248e-254
LCE1F,IL33,-0.129160564891449,9.4994322972255e-255
PDZK1,OPRK1,-0.129165824880521,9.05625303723644e-255
SOST,CRCT1,-0.129243334426431,4.47811414628642e-255
RHCG,CALCA,-0.129331329206462,2.01204353609848e-255
PCSK2,DUSP15,-0.129413057430882,9.56544451592238e-256
LCE1F,EDNRA,-0.129483117227445,5.05487797121818e-256
ZNF556,F2,-0.129627342406332,1.35832048828245e-256
C17orf99,SATL1,-0.129705491188333,6.66021762112817e-257
KCNH7,TAL1,-0.129706320873254,6.60999848947931e-257
GFI1B,AC113554.1,-0.129893543284468,1.19647949846295e-257
RHCG,FREM2,-0.129956835292549,6.70990199378306e-258
CLEC1B,FLG,-0.130041528727625,3.09309218843427e-258
LCE1F,DSC1,-0.130071347199137,2.35465810114558e-258
EPS8L3,CRYM,-0.130308282309947,2.68916657253961e-259
EPS8L3,SERPINA9,-0.130520909025567,3.82363100743197e-260
SLC22A16,IGLL1,-0.130526498635816,3.63234216681952e-260
SAA4,OPRK1,-0.130965712694416,6.39273142137413e-262
CYP26C1,SATL1,-0.131107365153023,1.73195963875997e-262
LGALS7,IGLL1,-0.131233865525713,5.38914117388508e-263
PKLR,LCE3E,-0.131438891778695,8.10388994017855e-264
ARHGAP6,SPRR2B,-0.131759921148543,4.14618516390619e-265
DUOXA2,C19orf33,-0.131765612979077,3.93304738964583e-265
CRNN,PRTN3,-0.1317739516415,3.64040512504589e-265
PADI3,CNGA4,-0.131937602554941,7.97424187095206e-266
TENM3,DUOXA2,-0.131964602495355,6.20593258563215e-266
CLEC4M,KCNH7,-0.132043174855256,2.99101199343935e-266
SST,CROCC2,-0.132131449843716,1.31659653403344e-266
PRTN3,C2orf73,-0.132185018241309,7.99976908086732e-267
DUOXA2,FLT3,-0.132204428581326,6.67808860969535e-267
SST,PDZK1,-0.132309006234122,2.52297630871386e-267
RHCG,BMX,-0.132510603451263,3.85489177925433e-268
RHAG,RHCG,-0.13253787145752,2.9891997174218e-268
ARHGAP40,PCSK2,-0.132573388647498,2.14608358082276e-268
IGFL1,CRCT1,-0.132601422803767,1.65207544380404e-268
NWD1,SOST,-0.132645773599196,1.09202943778091e-268
GAP43,LCE1F,-0.132659402520729,9.61548080501429e-269
GAP43,SST,-0.13270141460579,6.49502788516025e-269
C2orf73,SPTSSB,-0.13275419289512,3.96686167916941e-269
C2orf73,KLHL14,-0.132937534104571,7.14338746062527e-270
C2orf73,HBZ,-0.132938109803925,7.1050090648583e-270
APOBEC4,RHCG,-0.132993974122474,4.21200742675449e-270
SPRR3,CNTN6,-0.133050400860062,2.48328941618922e-270
PADI3,IGLL1,-0.133074763601293,1.97662401152975e-270
MPIG6B,SPRR2F,-0.133076200764258,1.95019194707615e-270
CFAP100,C2orf73,-0.133084142306928,1.8103734308843e-270
SERPINB7,IGLL1,-0.133140498710653,1.0676570207455e-270
NKX2-4,IGFL1,-0.13316147728171,8.77073596177128e-271
LCE1F,PRB4,-0.133222658164933,4.94211244299556e-271
MS4A14,LCE1F,-0.133233731739177,4.45460608587174e-271
PADI3,LRP2,-0.133300361390066,2.38419055402913e-271
ASPA,PCSK2,-0.133480787072667,4.38056299371704e-272
CPNE4,LCE3E,-0.133791416806057,2.35672390998603e-273
AC113554.1,RNASE3,-0.134033370159043,2.40758341835677e-274
DUOXA2,B3GALT5,-0.134125158464285,1.01216350460111e-274
LCE3E,TSPO2,-0.134279980717837,2.34356786018203e-275
IGF2BP2,LCE1F,-0.134399160072965,7.59035354146679e-276
PADI3,GAGE13,-0.134620510788273,9.32632294285883e-277
PADI3,GAGE2A,-0.13462051079205,9.32632260891858e-277
IGLL1,PLA2G4D,-0.134672245594083,5.7104420908679e-277
AADAC,RHCG,-0.13474123707236,2.96780415196734e-277
FLG,KCNH7,-0.135113230471043,8.65527613465565e-279
SMIM5,AC113554.1,-0.13514878157059,6.17075147428495e-279
PKLR,TSPO2,-0.135599599234724,8.38506339982208e-281
TSPO2,PKLR,-0.135599599234929,8.38506338334295e-281
C2orf73,COL28A1,-0.135965572235288,2.53092574213659e-282
EPS8L3,PEAR1,-0.135974090010527,2.33263395096365e-282
SST,WFDC5,-0.135982619046553,2.14963455136161e-282
PADI3,ST6GAL2,-0.13620015193602,2.67065965479825e-283
SMIM5,SPRR2B,-0.136263270695761,1.45723262331127e-283
CROCC2,RHCG,-0.136317876794117,8.62620001595188e-284
PCSK2,ARHGAP40,-0.136338923256666,7.04741404940931e-284
FGA,APOH,-0.136378710017593,4.80874219819705e-284
APOH,FGA,-0.136378710017593,4.80874219819213e-284
IGLL1,WFDC5,-0.136387255012656,4.42969194461602e-284
ARHGAP6,IGFL1,-0.136592931924168,6.12903711355193e-285
DUOXA2,HBQ1,-0.136865619522298,4.4307934196435e-286
SATL1,PRR9,-0.136976858985186,1.5149001033791e-286
SST,MB,-0.137036115950002,8.54938425797696e-287
PNMA6E,CRNN,-0.137061789679094,6.6720136792996e-287
HOXC8,PCSK2,-0.137199734984716,1.75931638954379e-287
ARHGAP40,LCE1F,-0.137469055928595,1.29822064227701e-288
F2,SOST,-0.137509852059133,8.74330501820288e-289
SATL1,CYP19A1,-0.137527900500452,7.34023072307979e-289
WFDC5,EPS8L3,-0.137698965055787,1.39696426449469e-289
DUOXA2,DMBT1,-0.137734309155312,9.91288469606336e-290
F2,FAM9C,-0.137750555128599,8.46652978218878e-290
CLEC1B,CST5,-0.13775725398412,7.93341128845029e-290
EPS8L3,SPRR3,-0.137788902279755,5.83440893611119e-290
TNP1,OPRK1,-0.138119381754976,2.34661405358006e-291
LCE3E,CLEC17A,-0.138165217893353,1.50179297580395e-291
TGFB2,KCNH7,-0.138616920124223,1.83183058786586e-293
C2orf73,TNNI1,-0.138621108703922,1.75836585450485e-293
PCSK2,ERFE,-0.138756049773647,4.70034479215444e-294
SLC13A5,PADI3,-0.13906681760675,2.24059537406463e-295
PAGE2B,SST,-0.1390748285438,2.07133584316826e-295
PCSK2,ROBO2,-0.139079897089235,1.97090693234886e-295
DUOXA2,CFAP77,-0.139144439131177,1.04650763599212e-295
OPRK1,ART4,-0.139325234008997,1.77387253151336e-296
DUOXA2,PRR9,-0.13937976789351,1.03803718341594e-296
ARPP21,KCNH7,-0.13940812031358,7.8557708592564e-297
TCHH,PADI3,-0.139521566422424,2.57443059815014e-297
SST,ARPP21,-0.139562245842913,1.72523056184883e-297
CNTN6,SPTSSB,-0.13965842425695,6.69332315172154e-298
MAPK15,LCE1F,-0.139757624300261,2.51889169743248e-298
AC113554.1,PF4V1,-0.139845168806705,1.06263972231961e-298
KRT31,KRT4,-0.139865747098142,8.67449748141494e-299
LCE1F,TUBB1,-0.140008334097298,2.12393047669269e-299
EPHA3,PADI3,-0.140090611589434,9.42363585932285e-300
LY6G6F,SMIM5,-0.140116785120977,7.27619573705973e-300
SATL1,TRIM15,-0.140297188663924,1.22229459661079e-300
BCL11A,CRNN,-0.140480720494631,1.9858695082673e-301
IGLL1,PAGE2B,-0.140489908308464,1.81306352160978e-301
PCSK2,TRPC6,-0.140845039363967,5.34721732455492e-303
LY6G6F,IDO2,-0.140873999123348,4.01015488270978e-303
OPRK1,SLN,-0.140881723228197,3.71386150010778e-303
MFSD2B,LCE1F,-0.140955537949843,1.78304667846843e-303
IGLL1,NFE2,-0.141050921121558,6.90447142938798e-304
RNASE3,RHCG,-0.141190406129446,1.72213578400463e-304
IGLL1,TRIM15,-0.141427313637606,1.623225391804e-305
SST,TNP1,-0.141454001604857,1.24371692813045e-305
PCSK2,BPIFB1,-0.141585188708596,3.35635561690631e-306
C2orf73,MB,-0.141612791720694,2.54745180971305e-306
LCE1F,CLLU1OS,-0.141642024756001,1.90215233845325e-306
LCE3E,BPIFA2,-0.141685583705016,1.23073596108477e-306
PLA2G4D,CLEC1B,-0.141849959236053,2.37738909824999e-307
HBE1,NWD1,-0.141940660363194,9.58774550714947e-308
PLA2G4D,LY6G6F,-0.142093827980566,2.0659645721934e-308
KRT4,KRT31,-0.142359992654571,1.42883394404218e-309
SPRR2B,PRR9,-0.142422290233287,7.64041756775256e-310
TBX5,LCE1F,-0.142432155532914,6.91916828409023e-310
HBZ,IGFL1,-0.14255685167441,1.9745723479801e-310
RHCG,KCNK13,-0.142681224073928,5.64692916378475e-311
SERPINA9,SATL1,-0.1427430888069,3.02833235752648e-311
IGLL1,CRABP1,-0.142990902784183,2.48881059630874e-312
KLHL14,RHCG,-0.143127009822129,6.29690509218242e-313
PCSK2,CAPN6,-0.143267095991561,1.52825539185253e-313
HAND1,IGLL1,-0.143304986852856,1.04174215629834e-313
CLLU1OS,OPRK1,-0.143464492053748,2.07315170727323e-314
SST,ENDOU,-0.143584214382024,6.16368307968308e-315
TCHH,DUOXA2,-0.143615314431631,4.49699079494944e-315
SPRR3,F2,-0.143942836787126,1.61855451037198e-316
SPRR2B,PKLR,-0.144006986868979,8.4321422914631e-317
DNTT,GFI1B,-0.14424071267083,7.81714617375187e-318
PADI3,LDLRAD2,-0.144276308078631,5.43989991222213e-318
AMBP,HPD,-0.144289653912062,4.74836610905105e-318
HPD,AMBP,-0.144289653912082,4.74836610905105e-318
PCSK2,EPS8L3,-0.144469992482135,7.5528803411043e-319
CLLU1OS,DUOXA2,-0.144517080505418,4.67158830768732e-319
LCE1F,SLC13A5,-0.144537045945703,3.81043188698603e-319
SST,ENAM,-0.144684312666862,8.47026143230233e-320
PCSK2,CCK,-0.1447251823267,5.57898927283936e-320
C2orf73,NKX2-4,-0.144886122968693,1.07607497664223e-320
AC113554.1,PRB4,-0.145155489923585,6.8181059126092e-322
F2,TRIM15,-0.145175570047902,5.53353523342196e-322
LCE1F,DES,-0.145204374330397,4.15015142506647e-322
ELANE,IGFL1,-0.145223678398553,3.35964639172048e-322
KRT31,HTR3E,-0.145241695167526,2.76676761671098e-322
PRKG1,OPRK1,-0.145372067725671,7.90505033345994e-323
CLEC1B,SPTSSB,-0.14549434933553,1.97626258336499e-323
KRT31,SLC38A11,-0.145545562528372,1.97626258336499e-323
PCSK2,ART4,-0.145558878319026,9.88131291682493e-324
